Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772132498808,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,1.0353240966796875,0,0,0,1.0131454467773438,0.5160980224609375,0.48493194580078125,0.00670623779296875,1.0084228515625,0,0,0,0.2982177734375,0,28.602371215820313,0,45.087242126464844,0,0,0,0,8151,341,8641,46,0,165056.53497314453,91273.4624633789,623.7452392578125,34053414912,2147483648,7710412800,0
200,1772132498808,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,16.081039428710938,10.722869873046875,10.7169189453125,10.716323852539063,29.693374633789063,28.30072021484375,18.57532501220703,37.336334228515625,17.35406494140625,13.479621887207031,12.830902099609375,11.694160461425781,27.984100341796875,10.722274780273438,91.01497650146484,10.7216796875,49.81907272338867,10.718704223632813,15.735847473144531,10.7169189453125,0,8151,341,8641,46,0,165056.97790527344,91273.78503417969,623.7452392578125,34053414912,2147483648,7719657472,0
200,1772132499008,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,20.44872283935547,1.1235809326171875,1.10693359375,1.10693359375,3.0071563720703125,2.9986114501953125,1.6894454956054688,1.2581405639648438,3.2950515747070313,1.1929855346679688,1.101348876953125,2.9131546020507813,11.300491333007813,1.1168594360351563,33.95210266113281,1.1278228759765625,65.99029541015625,1.1107864379882813,7.6132049560546875,1.105743408203125,0,8151,341,8641,46,0,165062.22436523438,91277.54919433594,623.7452392578125,34053414912,2147483648,7788376064,0
200,1772132499209,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,13.548912048339844,0,0,0,3.3774032592773438,1.2697677612304688,0.16948699951171875,0,1.1380386352539063,0,0,0.82330322265625,1.1394805908203125,0,31.453048706054688,0,88.09909057617188,0,0.5112075805664063,0,0,8151,341,9113,45,0,165068.07580566406,91281.83349609375,623.7452392578125,34053414912,2147483648,7859253248,0
200,1772132499409,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,19.95600128173828,0.17760467529296875,0.2204437255859375,0.18762969970703125,2.8927459716796875,1.7180938720703125,2.5552444458007813,0.3444366455078125,2.637481689453125,0.298248291015625,0.25705718994140625,0.201995849609375,9.776329040527344,0.1849822998046875,50.24663162231445,0.1631927490234375,80.82962799072266,0.17127227783203125,0.5914154052734375,0.1866302490234375,0,8151,341,9113,45,0,165073.37426757813,91285.42779541016,623.7452392578125,34053414912,2147483648,7892152320,0
200,1772132499610,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,24.24639892578125,0,0.06879425048828125,0,3.1709060668945313,0.5993499755859375,0.16283416748046875,0.0866546630859375,1.0236968994140625,0.0581207275390625,0.00628662109375,0,2.4481887817382813,0,56.080108642578125,0.008331298828125,80.32859802246094,0,1.1981048583984375,0,0,8151,341,9113,45,0,165079.46240234375,91289.76092529297,623.7452392578125,34053414912,2147483648,7914815488,0
200,1772132499810,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,0.8177032470703125,0.03589630126953125,0.112884521484375,0.0346527099609375,0.5485610961914063,0.5215835571289063,1.8607177734375,0.241668701171875,0.6782455444335938,0.11876678466796875,0.10141754150390625,0.03415679931640625,0.5512008666992188,0.035797119140625,26.98474884033203,0.0357513427734375,92.23323059082031,0.03485107421875,0.23000335693359375,0.03459930419921875,0,8151,341,9515,46,0,165085.2749633789,91294.04962158203,623.7452392578125,34053414912,2147483648,7929622528,0
200,1772132500011,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,14.306320190429688,0,0.4210052490234375,0,14.251678466796875,5.5589447021484375,2.9457168579101563,0.439971923828125,6.6768646240234375,0.3288421630859375,0.21422576904296875,0.27764892578125,2.7546005249023438,0,45.06912612915039,0,92.32547760009766,0,0.679046630859375,0,0,8151,341,9515,46,0,165091.20684814453,91298.23583984375,623.7452392578125,34053414912,2147483648,7939633152,0
200,1772132500211,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,23.899513244628906,0.20778656005859375,0.39946746826171875,0.20754241943359375,2.5151519775390625,1.6940689086914063,0.6090011596679688,1.3151473999023438,2.8994674682617188,0.7419967651367188,0.2540130615234375,0.20733642578125,18.557151794433594,0.21671295166015625,67.43366241455078,0.2045440673828125,67.28426361083984,0.2093353271484375,0.466339111328125,0.20743560791015625,0,8151,341,9515,46,0,165098.81567382813,91304.0443725586,623.7452392578125,34053414912,2147483648,7976599552,0
200,1772132500411,1496,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,1496,2600,1496,2600,2600,1496,2600,2600,10.059478759765625,0.024566650390625,0.0326995849609375,0.01537322998046875,4.514762878417969,2.2691650390625,0.8026046752929688,0.5752944946289063,1.8021621704101563,0.175384521484375,0.06800079345703125,1.2933197021484375,3.5121536254882813,0.0174713134765625,38.6973762512207,0.01053619384765625,76.66124725341797,0.002593994140625,7.949531555175781,0.01807403564453125,0,8151,341,9677,46,0,165104.99780273438,91308.61437988281,623.7452392578125,34053414912,2147483648,8002428928,0
