Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,GPU0_MEMORY_TOTAL,GPU0_MEMORY_USED,GPU0_POWER (mWatts),GPU0_TEMPERATURE,GPU0_USAGE,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1772137495249,59147.10536193848,5425,0,0.19999999999999996,610830.301940918,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,70.87753295898438,2.0027236938476563,0.21121978759765625,0.336669921875,0.6332550048828125,0.860687255859375,0.19532012939453125,0.34627532958984375,0.1147308349609375,0.20829010009765625,0.10693359375,0.11386871337890625,9.499465942382813,0.07003021240234375,0.08235931396484375,0.1690521240234375,0.158966064453125,0.10051727294921875,0.141845703125,1.0167922973632813,1.1013031005859375,0.10326385498046875,0.14292144775390625,0.7961044311523438,0.0426483154296875,0.024322509765625,0.108612060546875,0.1649169921875,1.7269744873046875,0.18488311767578125,0.09113311767578125,0.11775970458984375,8188,240,590006,42,0,33514618880,35903139840,11970035712,0
200,1772137495249,59147.17071533203,5375,0,0.2124999999999999,610830.9012145996,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,69.29031372070313,9.561805725097656,9.371185302734375,15.219505310058594,17.760353088378906,9.834129333496094,10.118827819824219,9.711174011230469,8.90740966796875,8.90740966796875,9.046043395996094,10.008255004882813,48.32645797729492,9.212738037109375,8.90740966796875,8.90740966796875,8.90740966796875,8.90740966796875,8.90740966796875,31.23204803466797,35.34246826171875,13.708534240722656,12.579635620117188,25.312759399414063,9.721076965332031,9.402542114257813,9.002311706542969,8.816635131835938,11.182540893554688,9.134346008300781,15.896186828613281,15.192276000976563,8188,240,590006,42,0,33514618880,35903139840,11970637824,0
200,1772137495450,59148.29724121094,5100,0,0.35624999999999996,610839.1140594482,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,68.09944152832031,2.5193557739257813,0.017364501953125,1.8976287841796875,3.2743759155273438,4.006591796875,1.3631744384765625,0.4886932373046875,0,0.46997833251953125,0,0,46.97154235839844,0,0,0,0,0,0.2064971923828125,3.3323593139648438,13.548515319824219,0,0,7.273475646972656,0,0.00743865966796875,0,0.08089447021484375,1.0583267211914063,0,0,0,8188,240,590006,42,0,33514618880,35903139840,12205010944,0
199,1772137495650,33233.05674743652,5125,0,0.3999999999999999,610846.6051025391,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,100,0.7139358520507813,1.2231597900390625,4.283729553222656,0.5757980346679688,6.937309265136719,2.0802230834960938,1.0533523559570313,0.098297119140625,0.0838775634765625,0.278076171875,0.13524627685546875,42.38203811645508,0.11908721923828125,0.063934326171875,0.15419769287109375,0.0736083984375,0.1761932373046875,0.0462799072265625,0.7241134643554688,0.67364501953125,0.08477783203125,0.08837127685546875,0.346099853515625,0.0742034912109375,0.02967071533203125,0.1352996826171875,0.598388671875,2.031005859375,0.08557891845703125,0.27632904052734375,0.34549713134765625,8188,240,19048,42,0,33514618880,35903139840,12249595904,0
199,1772137495850,59198.168884277344,5225,0,0.32499999999999996,610855.2984008789,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,32.79016876220703,20.681686401367188,1.3518905639648438,8.254081726074219,3.0929031372070313,13.781440734863281,3.7879486083984375,6.5070343017578125,0.9343948364257813,1.087158203125,0.4263153076171875,1.0997695922851563,22.291282653808594,0.4835052490234375,0.40233612060546875,0.34549713134765625,0.7362213134765625,1.4630203247070313,0.6083908081054688,5.300025939941406,9.920806884765625,0.7777481079101563,1.3565750122070313,61.313880920410156,0.4294586181640625,1.770233154296875,1.0541534423828125,1.2006759643554688,2.401702880859375,0.7131881713867188,1.329254150390625,1.0137176513671875,8188,240,19048,42,0,33514618880,35903139840,12322324480,0
200,1772137496050,59199.86013793945,5225,0,0.3062499999999999,610863.5409240723,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,6.748908996582031,77.70181274414063,1.4504623413085938,3.1941986083984375,4.958229064941406,4.1712799072265625,0.84912109375,2.975372314453125,0.37468719482421875,1.5289688110351563,0,0,15.149482727050781,0.7580490112304688,0,0,0,0.15480804443359375,0.42348480224609375,4.3714752197265625,9.541122436523438,0.238372802734375,0,24.136306762695313,1.3793182373046875,0.32183837890625,0.852630615234375,0.6597518920898438,2.1529464721679688,0.6134109497070313,0,0.27368927001953125,8188,240,19048,42,0,33514618880,35903139840,12340932608,0
200,1772137496251,59200.98289489746,5250,0,0.30000000000000004,610871.4130706787,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,18.978469848632813,55.54792785644531,1.2081756591796875,4.601921081542969,1.087310791015625,8.745407104492188,1.4541244506835938,2.5641250610351563,0.46564483642578125,0.5259246826171875,0.8124618530273438,0.9820175170898438,55.38926696777344,0.4944915771484375,0.49857330322265625,0.4486846923828125,0.6079940795898438,0.5902328491210938,1.4313507080078125,2.7674026489257813,3.2695465087890625,0.8162460327148438,0.7283096313476563,14.649955749511719,0.5174713134765625,0.6370391845703125,0.613311767578125,0.801025390625,2.1939773559570313,0.5754165649414063,1.1826095581054688,1.4897384643554688,8188,240,19299,42,0,33514618880,35903139840,12341637120,0
199,1772137496451,59201.7802734375,5050,0,0.3812500000000001,610879.516708374,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,48.47564697265625,9.897476196289063,0,5.3050537109375,1.1885986328125,9.631248474121094,0.03852081298828125,0.6828155517578125,0.5687103271484375,0.3050384521484375,0,0,0,0,0,0,0,0,0,4.749946594238281,1.3730850219726563,0,0.0747833251953125,100,0,0,0,0,1.6173934936523438,0.7911148071289063,0,0,8188,240,19299,42,0,33514618880,35903139840,12354973696,0
200,1772137496652,59156.04769897461,4950,0,0.4312499999999999,610887.4402618408,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,14.466651916503906,32.04060363769531,2.1992034912109375,3.273284912109375,3.4825897216796875,4.565483093261719,1.8044891357421875,1.0766220092773438,0.523345947265625,0.7297134399414063,0.48226165771484375,0.5315628051757813,5.776359558105469,0.4517822265625,0.45168304443359375,0.685394287109375,0.54998779296875,0.48206329345703125,0.48494720458984375,4.209617614746094,8.532028198242188,0.553619384765625,0.7370834350585938,65.0133056640625,0.908447265625,1.7691802978515625,0.6800613403320313,0.50048828125,2.1603622436523438,0.8957443237304688,0.4645843505859375,0.48589324951171875,8188,240,19361,42,0,33514618880,35903139840,12385857536,0
199,1772137496852,59204.17741394043,5250,0,0.29374999999999996,610895.8851013184,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501,3.5017547607421875,53.97615051269531,0.44594573974609375,5.659767150878906,1.1051483154296875,13.004707336425781,1.831817626953125,2.5422515869140625,0.1373291015625,0.0965118408203125,0,0,33.69391632080078,0,0,0,0.6619110107421875,0,0.03075408935546875,4.985389709472656,6.168922424316406,0,0,39.148345947265625,0,0,0,0.5117034912109375,1.0022735595703125,0.05804443359375,0,0,8188,240,19361,42,0,33514618880,35903139840,12411609088,0
